GENE	GENE_ENTREZ	ONCOGENE	TSG	DRIVER	CANONICAL_DRIVER	ONCOGENE_EVIDENCES	TSG_EVIDENCES
DUSP2	1844	FALSE	FALSE	TRUE	FALSE	0	0
DUSP7	1849	FALSE	FALSE	TRUE	FALSE	0	0
DUSP9	1852	FALSE	FALSE	TRUE	FALSE	0	0
DUXA	503835	FALSE	FALSE	TRUE	FALSE	0	0
DYNC1I1	1780	FALSE	FALSE	TRUE	FALSE	0	0
DYNLL1	8655	FALSE	FALSE	TRUE	FALSE	0	0
DYRK1A	1859	FALSE	FALSE	TRUE	FALSE	0	0
DYSF	8291	FALSE	FALSE	TRUE	FALSE	0	0
E2F2	1870	FALSE	FALSE	TRUE	FALSE	0	0
E2F3	1871	FALSE	FALSE	TRUE	FALSE	0	0
EAF2	55840	FALSE	FALSE	TRUE	FALSE	0	0
EBF1	1879	FALSE	TRUE	TRUE	TRUE	0	1
ECT2	1894	FALSE	FALSE	TRUE	FALSE	0	0
ECT2L	345930	FALSE	FALSE	TRUE	TRUE	0	0
EDAR	10913	FALSE	FALSE	TRUE	FALSE	0	0
EDC4	23644	FALSE	FALSE	TRUE	FALSE	0	0
EDEM1	9695	FALSE	FALSE	TRUE	FALSE	0	0
EDNRB	1910	FALSE	FALSE	TRUE	FALSE	0	0
EED	8726	FALSE	TRUE	TRUE	TRUE	0	1
EEF1A1	1915	FALSE	FALSE	TRUE	FALSE	0	0
EEF1D	1936	FALSE	FALSE	TRUE	FALSE	0	0
EEF2	1938	FALSE	FALSE	TRUE	FALSE	0	0
EEF2K	29904	FALSE	FALSE	TRUE	FALSE	0	0
EFHD1	80303	FALSE	FALSE	TRUE	FALSE	0	0
EFHD2	79180	FALSE	FALSE	TRUE	FALSE	0	0
EFTUD2	9343	FALSE	FALSE	TRUE	FALSE	0	0
EGFR	1956	TRUE	FALSE	TRUE	TRUE	3	0
EGR1	1958	FALSE	FALSE	TRUE	FALSE	0	0
EGR2	1959	FALSE	FALSE	TRUE	FALSE	0	0
EGR3	1960	FALSE	FALSE	TRUE	FALSE	0	0
EI24	9538	FALSE	FALSE	TRUE	FALSE	0	0
EIF1AX	1964	TRUE	FALSE	TRUE	TRUE	1	0
EIF2AK1	27102	FALSE	FALSE	TRUE	FALSE	0	0
EIF2AK3	9451	FALSE	FALSE	TRUE	FALSE	0	0
EIF2AK4	440275	FALSE	FALSE	TRUE	FALSE	0	0
EIF2S2	8894	FALSE	FALSE	TRUE	FALSE	0	0
EIF3A	8661	FALSE	FALSE	TRUE	FALSE	0	0
EIF3E	3646	FALSE	TRUE	TRUE	TRUE	0	1
EIF3G	8666	FALSE	FALSE	TRUE	FALSE	0	0
EIF4A1	1973	FALSE	FALSE	TRUE	FALSE	0	0
EIF4A2	1974	FALSE	FALSE	TRUE	FALSE	0	0
EIF5A	1984	FALSE	FALSE	TRUE	FALSE	0	0
ELAVL1	1994	FALSE	FALSE	TRUE	FALSE	0	0
ELAVL2	1993	FALSE	FALSE	TRUE	FALSE	0	0
ELAVL3	1995	FALSE	FALSE	TRUE	FALSE	0	0
ELAVL4	1996	FALSE	FALSE	TRUE	FALSE	0	0
ELF1	1997	FALSE	FALSE	TRUE	FALSE	0	0
ELF3	1999	FALSE	TRUE	TRUE	TRUE	0	1
ELF4	2000	FALSE	FALSE	TRUE	TRUE	1	1
ELF5	2001	FALSE	FALSE	TRUE	FALSE	0	0
ELK4	2005	TRUE	FALSE	TRUE	TRUE	1	0
ELL	8178	FALSE	TRUE	TRUE	TRUE	0	1
ELMO1	9844	FALSE	FALSE	TRUE	FALSE	0	0
ELMO3	79767	FALSE	FALSE	TRUE	FALSE	0	0
ELN	2006	FALSE	FALSE	TRUE	FALSE	0	0
ELOC	6921	FALSE	FALSE	TRUE	FALSE	0	0
ELOF1	84337	FALSE	FALSE	TRUE	FALSE	0	0
ELOVL3	83401	FALSE	FALSE	TRUE	FALSE	0	0
EMG1	10436	FALSE	FALSE	TRUE	FALSE	0	0
EML4	27436	FALSE	FALSE	TRUE	FALSE	0	0
EML5	161436	FALSE	FALSE	TRUE	FALSE	0	0
EN1	2019	FALSE	FALSE	TRUE	FALSE	0	0
EN2	2020	FALSE	FALSE	TRUE	FALSE	0	0
ENC1	8507	FALSE	FALSE	TRUE	FALSE	0	0
ENTPD6	955	FALSE	FALSE	TRUE	FALSE	0	0
EOMES	8320	FALSE	FALSE	TRUE	FALSE	0	0
EP300	2033	FALSE	TRUE	TRUE	TRUE	0	3
EP400	57634	FALSE	FALSE	TRUE	FALSE	0	0
EPAS1	2034	FALSE	FALSE	TRUE	TRUE	1	1
EPB41	2035	FALSE	FALSE	TRUE	FALSE	0	0
EPB41L3	23136	FALSE	FALSE	TRUE	FALSE	0	0
EPC1	80314	FALSE	FALSE	TRUE	FALSE	0	0
EPG5	57724	FALSE	FALSE	TRUE	FALSE	0	0
EPHA1	2041	FALSE	FALSE	TRUE	FALSE	0	0
EPHA2	1969	FALSE	FALSE	TRUE	FALSE	0	0
EPHA3	2042	FALSE	FALSE	TRUE	TRUE	0	0
EPHA4	2043	FALSE	FALSE	TRUE	FALSE	0	0
EPHA5	2044	FALSE	FALSE	TRUE	FALSE	0	0
EPHA6	285220	FALSE	FALSE	TRUE	FALSE	0	0
EPHA7	2045	FALSE	FALSE	TRUE	TRUE	0	0
EPHB1	2047	FALSE	FALSE	TRUE	FALSE	0	0
EPHB4	2050	FALSE	FALSE	TRUE	FALSE	0	0
EPHB6	2051	FALSE	FALSE	TRUE	FALSE	0	0
EPPK1	83481	FALSE	FALSE	TRUE	FALSE	0	0
EPRS1	2058	FALSE	FALSE	TRUE	FALSE	0	0
EPS15	2060	FALSE	TRUE	TRUE	TRUE	0	1
EPS8L1	54869	FALSE	FALSE	TRUE	FALSE	0	0
EPYC	1833	FALSE	FALSE	TRUE	FALSE	0	0
ERBB2	2064	TRUE	FALSE	TRUE	TRUE	3	0
ERBB3	2065	TRUE	FALSE	TRUE	TRUE	2	0
ERBB4	2066	TRUE	FALSE	TRUE	TRUE	2	1
ERBIN	55914	FALSE	FALSE	TRUE	FALSE	0	0
ERCC2	2068	FALSE	TRUE	TRUE	TRUE	0	1
ERCC3	2071	FALSE	TRUE	TRUE	TRUE	0	1
ERCC4	2072	FALSE	TRUE	TRUE	TRUE	0	1
ERCC5	2073	FALSE	TRUE	TRUE	TRUE	0	1
ERCC6	2074	FALSE	FALSE	TRUE	FALSE	0	0
ERCC6L2	375748	FALSE	FALSE	TRUE	FALSE	0	0
ERF	2077	FALSE	FALSE	TRUE	FALSE	0	0
ERG	2078	TRUE	FALSE	TRUE	TRUE	1	0
ERGIC3	51614	FALSE	FALSE	TRUE	FALSE	0	0
ERI1	90459	FALSE	FALSE	TRUE	FALSE	0	0
ERN2	10595	FALSE	FALSE	TRUE	FALSE	0	0
ERRFI1	54206	FALSE	FALSE	TRUE	FALSE	0	0
ESPL1	9700	FALSE	FALSE	TRUE	FALSE	0	0
ESR1	2099	TRUE	FALSE	TRUE	TRUE	2	1
ESRRG	2104	FALSE	FALSE	TRUE	FALSE	0	0
ETNK1	55500	FALSE	TRUE	TRUE	TRUE	0	1
ETS1	2113	FALSE	FALSE	TRUE	FALSE	0	0
ETV1	2115	TRUE	FALSE	TRUE	TRUE	1	0
ETV3	2117	FALSE	FALSE	TRUE	FALSE	0	0
ETV4	2118	TRUE	FALSE	TRUE	TRUE	1	0
ETV5	2119	TRUE	FALSE	TRUE	TRUE	1	0
ETV6	2120	FALSE	TRUE	TRUE	TRUE	0	1
EVC2	132884	FALSE	FALSE	TRUE	FALSE	0	0
EVI2A	2123	FALSE	FALSE	TRUE	FALSE	0	0
EVPL	2125	FALSE	FALSE	TRUE	FALSE	0	0
EWSR1	2130	TRUE	FALSE	TRUE	TRUE	1	0
EXOC2	55770	FALSE	FALSE	TRUE	FALSE	0	0
EXOC7	23265	FALSE	FALSE	TRUE	FALSE	0	0
EXOC8	149371	FALSE	FALSE	TRUE	FALSE	0	0
EXPH5	23086	FALSE	FALSE	TRUE	FALSE	0	0
EXT1	2131	FALSE	TRUE	TRUE	TRUE	0	1
EXT2	2132	FALSE	TRUE	TRUE	TRUE	0	1
EYA1	2138	FALSE	FALSE	TRUE	FALSE	0	0
EYA4	2070	FALSE	FALSE	TRUE	FALSE	0	0
EYS	346007	FALSE	FALSE	TRUE	FALSE	0	0
EZH1	2145	FALSE	FALSE	TRUE	FALSE	0	0
EZH2	2146	TRUE	FALSE	TRUE	TRUE	2	1
EZR	7430	FALSE	FALSE	TRUE	FALSE	0	0
F5	2153	FALSE	FALSE	TRUE	FALSE	0	0
F8	2157	FALSE	FALSE	TRUE	FALSE	0	0
FAAH2	158584	FALSE	FALSE	TRUE	FALSE	0	0
FAHD2B	151313	FALSE	FALSE	TRUE	FALSE	0	0
FAM111A	63901	FALSE	FALSE	TRUE	FALSE	0	0
FAM111B	374393	FALSE	FALSE	TRUE	FALSE	0	0
FAM117A	81558	FALSE	FALSE	TRUE	FALSE	0	0
FAM117B	150864	FALSE	FALSE	TRUE	FALSE	0	0
FAM118B	79607	FALSE	FALSE	TRUE	FALSE	0	0
FAM126B	285172	FALSE	FALSE	TRUE	FALSE	0	0
FAM133A	286499	FALSE	FALSE	TRUE	FALSE	0	0
FAM135B	51059	FALSE	FALSE	TRUE	TRUE	0	0
FAM166A	401565	FALSE	FALSE	TRUE	FALSE	0	0
FAM167A	83648	FALSE	FALSE	TRUE	FALSE	0	0
FAM171A1	221061	FALSE	FALSE	TRUE	FALSE	0	0
FAM171B	165215	FALSE	FALSE	TRUE	FALSE	0	0
FAM177B	400823	FALSE	FALSE	TRUE	FALSE	0	0
FAM221B	392307	FALSE	FALSE	TRUE	FALSE	0	0
FAM227B	196951	FALSE	FALSE	TRUE	FALSE	0	0
FAM234A	83986	FALSE	FALSE	TRUE	FALSE	0	0
FAM241A	132720	FALSE	FALSE	TRUE	FALSE	0	0
FAM47C	442444	FALSE	FALSE	TRUE	TRUE	0	0
FAM50A	9130	FALSE	FALSE	TRUE	FALSE	0	0
FAM72D	728833	FALSE	FALSE	TRUE	FALSE	0	0
FAM78B	149297	FALSE	FALSE	TRUE	FALSE	0	0
FAM83B	222584	FALSE	FALSE	TRUE	FALSE	0	0
FANCA	2175	FALSE	TRUE	TRUE	TRUE	0	1
FANCC	2176	FALSE	TRUE	TRUE	TRUE	0	1
FANCD2	2177	FALSE	TRUE	TRUE	TRUE	0	1
FANCE	2178	FALSE	TRUE	TRUE	TRUE	0	1
FANCF	2188	FALSE	TRUE	TRUE	TRUE	0	1
FANCG	2189	FALSE	TRUE	TRUE	TRUE	0	1
FANCM	57697	FALSE	FALSE	TRUE	FALSE	0	0
FANK1	92565	FALSE	FALSE	TRUE	FALSE	0	0
FAS	355	FALSE	TRUE	TRUE	TRUE	0	1
FAT1	2195	FALSE	TRUE	TRUE	TRUE	0	1
FAT2	2196	FALSE	FALSE	TRUE	FALSE	0	0
FAT3	120114	FALSE	FALSE	TRUE	TRUE	0	0
FAT4	79633	FALSE	TRUE	TRUE	TRUE	0	1
FBF1	85302	FALSE	FALSE	TRUE	FALSE	0	0
FBH1	84893	FALSE	FALSE	TRUE	FALSE	0	0
FBLN1	2192	FALSE	FALSE	TRUE	FALSE	0	0
FBLN2	2199	FALSE	TRUE	TRUE	TRUE	0	1
FBN2	2201	FALSE	FALSE	TRUE	FALSE	0	0
FBN3	84467	FALSE	FALSE	TRUE	FALSE	0	0
FBRSL1	57666	FALSE	FALSE	TRUE	FALSE	0	0
FBXL17	64839	FALSE	FALSE	TRUE	FALSE	0	0
FBXO11	80204	FALSE	TRUE	TRUE	TRUE	0	1
FBXO28	23219	FALSE	FALSE	TRUE	FALSE	0	0
FBXO31	79791	FALSE	FALSE	TRUE	FALSE	0	0
FBXO32	114907	FALSE	FALSE	TRUE	FALSE	0	0
FBXO40	51725	FALSE	FALSE	TRUE	FALSE	0	0
FBXO5	26271	FALSE	FALSE	TRUE	FALSE	0	0
FBXO9	26268	FALSE	FALSE	TRUE	FALSE	0	0
FBXW5	54461	FALSE	FALSE	TRUE	FALSE	0	0
FBXW7	55294	FALSE	TRUE	TRUE	TRUE	0	3
FCER1A	2205	FALSE	FALSE	TRUE	FALSE	0	0
FCF1	51077	FALSE	FALSE	TRUE	FALSE	0	0
FCGR2B	2213	TRUE	FALSE	TRUE	TRUE	1	0
FCGR3A	2214	FALSE	FALSE	TRUE	FALSE	0	0
FCRL1	115350	FALSE	FALSE	TRUE	FALSE	0	0
FCRL4	83417	TRUE	FALSE	TRUE	TRUE	1	0
FCSK	197258	FALSE	FALSE	TRUE	FALSE	0	0
FDX1	2230	FALSE	FALSE	TRUE	FALSE	0	0
FDXR	2232	FALSE	FALSE	TRUE	FALSE	0	0
FEM1A	55527	FALSE	FALSE	TRUE	FALSE	0	0
FEN1	2237	FALSE	TRUE	TRUE	TRUE	0	1
FERD3L	222894	FALSE	FALSE	TRUE	FALSE	0	0
FES	2242	FALSE	FALSE	TRUE	TRUE	1	1
FEV	54738	TRUE	FALSE	TRUE	TRUE	1	0
FGA	2243	FALSE	FALSE	TRUE	FALSE	0	0
FGB	2244	FALSE	FALSE	TRUE	FALSE	0	0
FGF19	9965	FALSE	FALSE	TRUE	FALSE	0	0
FGF2	2247	FALSE	FALSE	TRUE	FALSE	0	0
FGF5	2250	FALSE	FALSE	TRUE	FALSE	0	0
FGFBP1	9982	FALSE	FALSE	TRUE	FALSE	0	0
FGFR1	2260	TRUE	FALSE	TRUE	TRUE	2	0
FGFR2	2263	TRUE	FALSE	TRUE	TRUE	3	0
FGFR3	2261	TRUE	FALSE	TRUE	TRUE	3	0
FGFR4	2264	TRUE	FALSE	TRUE	TRUE	2	0
FH	2271	FALSE	TRUE	TRUE	TRUE	0	1
FHIT	2272	FALSE	TRUE	TRUE	TRUE	0	1
FHOD1	29109	FALSE	FALSE	TRUE	FALSE	0	0
FIGNL1	63979	FALSE	FALSE	TRUE	FALSE	0	0
FILIP1L	11259	FALSE	FALSE	TRUE	FALSE	0	0
FIZ1	84922	FALSE	FALSE	TRUE	FALSE	0	0
FKBP9	11328	FALSE	FALSE	TRUE	TRUE	0	0
FLCN	201163	FALSE	TRUE	TRUE	TRUE	0	1
FLG	2312	FALSE	FALSE	TRUE	FALSE	0	0
FLI1	2313	TRUE	FALSE	TRUE	TRUE	1	0
FLII	2314	FALSE	FALSE	TRUE	FALSE	0	0
FLNA	2316	FALSE	FALSE	TRUE	TRUE	0	0
FLRT2	23768	FALSE	FALSE	TRUE	FALSE	0	0
FLT1	2321	FALSE	FALSE	TRUE	FALSE	0	0
FLT3	2322	TRUE	FALSE	TRUE	TRUE	2	0
FLT4	2324	TRUE	FALSE	TRUE	TRUE	1	0
FLYWCH1	84256	FALSE	FALSE	TRUE	FALSE	0	0
FMN2	56776	FALSE	FALSE	TRUE	FALSE	0	0
FMNL3	91010	FALSE	FALSE	TRUE	FALSE	0	0
FMR1	2332	FALSE	FALSE	TRUE	FALSE	0	0
FN3KRP	79672	FALSE	FALSE	TRUE	FALSE	0	0
FNBP1L	54874	FALSE	FALSE	TRUE	FALSE	0	0
FOLH1	2346	FALSE	FALSE	TRUE	FALSE	0	0
FOXA1	3169	TRUE	FALSE	TRUE	TRUE	2	0
FOXA2	3170	FALSE	FALSE	TRUE	FALSE	0	0
FOXB2	442425	FALSE	FALSE	TRUE	FALSE	0	0
FOXE1	2304	FALSE	FALSE	TRUE	FALSE	0	0
FOXK1	221937	FALSE	FALSE	TRUE	FALSE	0	0
FOXK2	3607	FALSE	FALSE	TRUE	FALSE	0	0
FOXL2	668	TRUE	FALSE	TRUE	TRUE	2	1
FOXM1	2305	FALSE	FALSE	TRUE	FALSE	0	0
FOXO1	2308	FALSE	FALSE	TRUE	TRUE	1	1
FOXO3	2309	FALSE	FALSE	TRUE	TRUE	1	1
FOXO4	4303	FALSE	FALSE	TRUE	TRUE	1	1
FOXP1	27086	TRUE	FALSE	TRUE	TRUE	1	0
FOXP2	93986	FALSE	FALSE	TRUE	FALSE	0	0
FOXQ1	94234	FALSE	FALSE	TRUE	FALSE	0	0
FOXR1	283150	TRUE	FALSE	TRUE	TRUE	1	0
FOXR2	139628	FALSE	FALSE	TRUE	FALSE	0	0
FPR1	2357	FALSE	FALSE	TRUE	FALSE	0	0
FRA10AC1	118924	FALSE	FALSE	TRUE	FALSE	0	0
FREM2	341640	FALSE	FALSE	TRUE	FALSE	0	0
FRG1	2483	FALSE	FALSE	TRUE	FALSE	0	0
FRG2B	441581	FALSE	FALSE	TRUE	FALSE	0	0
FRMD7	90167	FALSE	FALSE	TRUE	FALSE	0	0
FRMD8	83786	FALSE	FALSE	TRUE	FALSE	0	0
FRMPD2	143162	FALSE	FALSE	TRUE	FALSE	0	0
FRMPD4	9758	FALSE	FALSE	TRUE	FALSE	0	0
FSCB	84075	FALSE	FALSE	TRUE	FALSE	0	0
FSHR	2492	FALSE	FALSE	TRUE	FALSE	0	0
FSIP1	161835	FALSE	FALSE	TRUE	FALSE	0	0
FSIP2	401024	FALSE	FALSE	TRUE	FALSE	0	0
FSTL3	10272	TRUE	FALSE	TRUE	TRUE	1	0
FSTL5	56884	FALSE	FALSE	TRUE	FALSE	0	0
FTCD	10841	FALSE	FALSE	TRUE	FALSE	0	0
FTH1	2495	FALSE	FALSE	TRUE	FALSE	0	0
FTO	79068	FALSE	FALSE	TRUE	FALSE	0	0
FUBP1	8880	FALSE	TRUE	TRUE	TRUE	1	2
FUBP3	8939	FALSE	FALSE	TRUE	FALSE	0	0
FUS	2521	FALSE	TRUE	TRUE	TRUE	0	1
FXR1	8087	FALSE	FALSE	TRUE	FALSE	0	0
FXYD3	5349	FALSE	FALSE	TRUE	FALSE	0	0
FYB2	199920	FALSE	FALSE	TRUE	FALSE	0	0
FYN	2534	FALSE	FALSE	TRUE	FALSE	0	0
FZD1	8321	FALSE	FALSE	TRUE	FALSE	0	0
FZD3	7976	FALSE	FALSE	TRUE	FALSE	0	0
G2E3	55632	FALSE	FALSE	TRUE	FALSE	0	0
G3BP1	10146	FALSE	FALSE	TRUE	FALSE	0	0
G3BP2	9908	FALSE	FALSE	TRUE	FALSE	0	0
G6PC	2538	FALSE	FALSE	TRUE	FALSE	0	0
GAB3	139716	FALSE	FALSE	TRUE	FALSE	0	0
GABRA1	2554	FALSE	FALSE	TRUE	FALSE	0	0
GABRA2	2555	FALSE	FALSE	TRUE	FALSE	0	0
GABRA6	2559	FALSE	FALSE	TRUE	FALSE	0	0
GABRB2	2561	FALSE	FALSE	TRUE	FALSE	0	0
GABRG1	2565	FALSE	FALSE	TRUE	FALSE	0	0
GAL3ST1	9514	FALSE	FALSE	TRUE	FALSE	0	0
GALNS	2588	FALSE	FALSE	TRUE	FALSE	0	0
GALNT13	114805	FALSE	FALSE	TRUE	FALSE	0	0
GALNTL5	168391	FALSE	FALSE	TRUE	FALSE	0	0
GALNTL6	442117	FALSE	FALSE	TRUE	FALSE	0	0
GATA1	2623	FALSE	TRUE	TRUE	TRUE	1	2
GATA2	2624	TRUE	FALSE	TRUE	TRUE	2	0
GATA3	2625	FALSE	TRUE	TRUE	TRUE	1	2
GATA4	2626	FALSE	FALSE	TRUE	FALSE	0	0
GATA6	2627	FALSE	FALSE	TRUE	FALSE	0	0
GATAD1	57798	FALSE	FALSE	TRUE	FALSE	0	0
GATM	2628	FALSE	FALSE	TRUE	FALSE	0	0
GBE1	2632	FALSE	FALSE	TRUE	FALSE	0	0
GCC2	9648	FALSE	FALSE	TRUE	FALSE	0	0
GCSAML	148823	FALSE	FALSE	TRUE	FALSE	0	0
GDF5	8200	FALSE	FALSE	TRUE	FALSE	0	0
GFRA1	2674	FALSE	FALSE	TRUE	FALSE	0	0
GFRAL	389400	FALSE	FALSE	TRUE	FALSE	0	0
GGA3	23163	FALSE	FALSE	TRUE	FALSE	0	0
GGCT	79017	FALSE	FALSE	TRUE	FALSE	0	0
GIGYF2	26058	FALSE	FALSE	TRUE	FALSE	0	0
GIMAP4	55303	FALSE	FALSE	TRUE	FALSE	0	0
GINS1	9837	FALSE	FALSE	TRUE	FALSE	0	0
GLI1	2735	TRUE	FALSE	TRUE	TRUE	1	0
GLI3	2737	FALSE	FALSE	TRUE	FALSE	0	0
GLIPR1L2	144321	FALSE	FALSE	TRUE	FALSE	0	0
GLIPR2	152007	FALSE	FALSE	TRUE	FALSE	0	0
GLIS2	84662	FALSE	FALSE	TRUE	FALSE	0	0
GLRA3	8001	FALSE	FALSE	TRUE	FALSE	0	0
GLS2	27165	FALSE	FALSE	TRUE	FALSE	0	0
GLT8D2	83468	FALSE	FALSE	TRUE	FALSE	0	0
GLYAT	10249	FALSE	FALSE	TRUE	FALSE	0	0
GLYR1	84656	FALSE	FALSE	TRUE	FALSE	0	0
GMFB	2764	FALSE	FALSE	TRUE	FALSE	0	0
GML	2765	FALSE	FALSE	TRUE	FALSE	0	0
GNA11	2767	TRUE	FALSE	TRUE	TRUE	3	0
GNA12	2768	FALSE	FALSE	TRUE	FALSE	0	0
GNA13	10672	FALSE	FALSE	TRUE	FALSE	0	0
GNA14	9630	FALSE	FALSE	TRUE	FALSE	0	0
GNA15	2769	FALSE	FALSE	TRUE	FALSE	0	0
GNAI1	2770	FALSE	FALSE	TRUE	FALSE	0	0
GNAI2	2771	FALSE	FALSE	TRUE	FALSE	0	0
GNAQ	2776	TRUE	FALSE	TRUE	TRUE	3	0
GNAS	2778	TRUE	FALSE	TRUE	TRUE	3	0
GNAT1	2779	FALSE	FALSE	TRUE	FALSE	0	0
GNB1	2782	FALSE	FALSE	TRUE	FALSE	0	0
GNG2	54331	FALSE	FALSE	TRUE	FALSE	0	0
GNG3	2785	FALSE	FALSE	TRUE	FALSE	0	0
GNG7	2788	FALSE	FALSE	TRUE	FALSE	0	0
GNPTAB	79158	FALSE	FALSE	TRUE	FALSE	0	0
GOLGA2	2801	FALSE	FALSE	TRUE	FALSE	0	0
GOLGA6L6	727832	FALSE	FALSE	TRUE	FALSE	0	0
GOLGB1	2804	FALSE	FALSE	TRUE	FALSE	0	0
GOPC	57120	FALSE	FALSE	TRUE	FALSE	0	0
GORASP1	64689	FALSE	FALSE	TRUE	FALSE	0	0
GOT1	2805	FALSE	FALSE	TRUE	FALSE	0	0
GPAM	57678	FALSE	FALSE	TRUE	FALSE	0	0
GPAT4	137964	FALSE	FALSE	TRUE	FALSE	0	0
GPATCH4	54865	FALSE	FALSE	TRUE	FALSE	0	0
GPATCH8	23131	FALSE	FALSE	TRUE	FALSE	0	0
GPC3	2719	FALSE	FALSE	TRUE	TRUE	1	1
GPC5	2262	FALSE	TRUE	TRUE	TRUE	0	1
GPC6	10082	FALSE	FALSE	TRUE	FALSE	0	0
GPR107	57720	FALSE	FALSE	TRUE	FALSE	0	0
GPR141	353345	FALSE	FALSE	TRUE	FALSE	0	0
GPR174	84636	FALSE	FALSE	TRUE	FALSE	0	0
GPR183	1880	FALSE	FALSE	TRUE	FALSE	0	0
GPR32	2854	FALSE	FALSE	TRUE	FALSE	0	0
GPR50	9248	FALSE	FALSE	TRUE	FALSE	0	0
GPRIN1	114787	FALSE	FALSE	TRUE	FALSE	0	0
GPRIN2	9721	FALSE	FALSE	TRUE	FALSE	0	0
GPS1	2873	FALSE	FALSE	TRUE	FALSE	0	0
GPS2	2874	FALSE	FALSE	TRUE	FALSE	0	0
GPX1	2876	FALSE	FALSE	TRUE	FALSE	0	0
GPX5	2880	FALSE	FALSE	TRUE	FALSE	0	0
GRAMD1B	57476	FALSE	FALSE	TRUE	FALSE	0	0
GRB2	2885	FALSE	FALSE	TRUE	FALSE	0	0
GRHL2	79977	FALSE	FALSE	TRUE	FALSE	0	0
GRHPR	9380	FALSE	FALSE	TRUE	FALSE	0	0
GRIA2	2891	FALSE	FALSE	TRUE	FALSE	0	0
GRIA3	2892	FALSE	FALSE	TRUE	FALSE	0	0
GRID1	2894	FALSE	FALSE	TRUE	FALSE	0	0
GRIK2	2898	FALSE	FALSE	TRUE	FALSE	0	0
GRIK3	2899	FALSE	FALSE	TRUE	FALSE	0	0
GRIK5	2901	FALSE	FALSE	TRUE	FALSE	0	0
GRIN1	2902	FALSE	FALSE	TRUE	FALSE	0	0
GRIN2A	2903	FALSE	TRUE	TRUE	TRUE	0	1
GRIN2D	2906	FALSE	FALSE	TRUE	FALSE	0	0
GRM1	2911	FALSE	FALSE	TRUE	FALSE	0	0
GRM3	2913	TRUE	FALSE	TRUE	TRUE	1	0
GRM5	2915	FALSE	FALSE	TRUE	FALSE	0	0
GRM8	2918	FALSE	FALSE	TRUE	FALSE	0	0
GRSF1	2926	FALSE	FALSE	TRUE	FALSE	0	0
GSDMA	284110	FALSE	FALSE	TRUE	FALSE	0	0
GSDMC	56169	FALSE	FALSE	TRUE	FALSE	0	0
GSDME	1687	FALSE	FALSE	TRUE	FALSE	0	0
GSK3A	2931	FALSE	FALSE	TRUE	FALSE	0	0
GSTA4	2941	FALSE	FALSE	TRUE	FALSE	0	0
GSTM5	2949	FALSE	FALSE	TRUE	FALSE	0	0
GTF2B	2959	FALSE	FALSE	TRUE	FALSE	0	0
GTF2I	2969	FALSE	FALSE	TRUE	FALSE	0	0
GUCY1A2	2977	FALSE	FALSE	TRUE	FALSE	0	0
GUSB	2990	FALSE	FALSE	TRUE	FALSE	0	0
GXYLT1	283464	FALSE	FALSE	TRUE	FALSE	0	0
GYPC	2995	FALSE	FALSE	TRUE	FALSE	0	0
H1-2	3006	FALSE	FALSE	TRUE	FALSE	0	0
H1-3	3007	FALSE	FALSE	TRUE	FALSE	0	0
H1-4	3008	FALSE	FALSE	TRUE	FALSE	0	0
H1-5	3009	FALSE	FALSE	TRUE	FALSE	0	0
H1-8	132243	FALSE	FALSE	TRUE	FALSE	0	0
H2AC11	8969	FALSE	FALSE	TRUE	FALSE	0	0
H2AC16	8332	FALSE	FALSE	TRUE	FALSE	0	0
H2AC17	8336	FALSE	FALSE	TRUE	FALSE	0	0
H2AC20	8338	FALSE	FALSE	TRUE	FALSE	0	0
H2AC6	8334	FALSE	FALSE	TRUE	FALSE	0	0
H2AC7	3013	FALSE	FALSE	TRUE	FALSE	0	0
H2AZ2	94239	FALSE	FALSE	TRUE	FALSE	0	0
H2BC11	8970	FALSE	FALSE	TRUE	FALSE	0	0
H2BC12	85236	FALSE	FALSE	TRUE	FALSE	0	0
H2BC17	8348	FALSE	FALSE	TRUE	FALSE	0	0
H2BC3	3018	FALSE	FALSE	TRUE	FALSE	0	0
H2BC5	3017	FALSE	FALSE	TRUE	FALSE	0	0
H2BC7	8343	FALSE	FALSE	TRUE	FALSE	0	0
H2BC8	8339	FALSE	FALSE	TRUE	FALSE	0	0
H2BC9	8345	FALSE	FALSE	TRUE	FALSE	0	0
H3-3A	3020	TRUE	FALSE	TRUE	TRUE	2	0
H3-3B	3021	TRUE	FALSE	TRUE	TRUE	1	0
H3-5	440093	FALSE	FALSE	TRUE	FALSE	0	0
H3C10	8357	FALSE	FALSE	TRUE	FALSE	0	0
H3C11	8354	FALSE	FALSE	TRUE	FALSE	0	0
H3C12	8356	FALSE	FALSE	TRUE	FALSE	0	0
H3C2	8358	TRUE	FALSE	TRUE	TRUE	2	0
H3C3	8352	FALSE	FALSE	TRUE	FALSE	0	0
H3C4	8351	FALSE	FALSE	TRUE	FALSE	0	0
H3C8	8355	FALSE	FALSE	TRUE	FALSE	0	0
H4C11	8363	FALSE	FALSE	TRUE	FALSE	0	0
H4C2	8366	FALSE	FALSE	TRUE	FALSE	0	0
H4C4	8360	FALSE	FALSE	TRUE	FALSE	0	0
H4C5	8367	FALSE	FALSE	TRUE	FALSE	0	0
H4C8	8365	FALSE	FALSE	TRUE	FALSE	0	0
