GENE	CNA	GENIE_CNT	GENIE_FREQ	SAMPLES
MAP3K10	AMP	25	0.0122850122850123	2035
NRG3	AMP	25	0.0122850122850123	2035
RB1	DEL	1683	0.0121327902533973	138715
RTEL1	AMP	1175	0.0119775739041794	98100
PRKG1	AMP	24	0.0117936117936118	2035
H3C14	AMP	864	0.0114818801578759	75249
FGF10	AMP	77	0.0112837045720985	6824
SDHA	AMP	1538	0.0112525607257829	136680
DUSP4	DEL	832	0.0110566253372138	75249
SETDB2	DEL	249	0.0108966784823421	22851
KLLN	DEL	344	0.0108325985640509	31756
PRKCE	AMP	22	0.0108108108108108	2035
PRDM14	AMP	809	0.0107509734348629	75249
FGF23	AMP	73	0.0106975381008206	6824
SOX17	AMP	785	0.0103345225713872	75959
SGCD	AMP	21	0.0103194103194103	2035
GNAS	AMP	1409	0.010308750365818	136680
ZNF217	AMP	400	0.0100760743614288	39698
NKX3-1	DEL	1078	0.0100742955936638	107005
FGF6	AMP	68	0.00996483001172333	6824
PREX2	AMP	812	0.00989363127947072	82073
RPS6KB2	AMP	739	0.00972893271370081	75959
BCL2L1	AMP	1105	0.00961312604939668	114947
FOXA1	AMP	1034	0.00959940583948382	107715
AKT2	AMP	1338	0.00956855677844286	139833
TEK	DEL	763	0.00945043784138623	80737
NCOA3	AMP	728	0.00941980228766627	77284
AHNAK	AMP	19	0.00933660933660934	2035
MBL2	AMP	19	0.00933660933660934	2035
NBN	AMP	1242	0.00912872829905773	136054
NKX2-1	AMP	1215	0.00886292016806723	137088
FGF14	AMP	60	0.00879249706916764	6824
TP53	DEL	1219	0.0087878023285153	138715
GLI1	AMP	981	0.00861819044356008	113829
LYN	AMP	707	0.00861428240712536	82073
ELF3	AMP	644	0.00855825326582413	75249
CCND2	AMP	1172	0.00850520326855252	137798
NFKBIA	AMP	965	0.00847762872378744	113829
TAF4B	AMP	17	0.00835380835380835	2035
SETDB1	AMP	826	0.0082488640335547	100135
SPTA1	AMP	56	0.0082063305978898	6824
KAT6A	AMP	308	0.007983411093831	38580
COL12A1	AMP	16	0.00786240786240786	2035
CTNNA3	AMP	16	0.00786240786240786	2035
LARGE1	AMP	16	0.00786240786240786	2035
LIPI	DEL	16	0.00786240786240786	2035
NR3C1	AMP	16	0.00786240786240786	2035
NT5E	AMP	16	0.00786240786240786	2035
THADA	AMP	16	0.00786240786240786	2035
DNMT3B	AMP	597	0.00785950315301676	75959
SMAD4	DEL	1083	0.00780737483329128	138715
RAD52	AMP	1051	0.00772487394710924	136054
PRKCI	AMP	875	0.00768696905006633	113829
AURKA	AMP	1048	0.00766754462979222	136680
CEBPA	AMP	1035	0.00757243195785777	136680
KDM5A	AMP	1033	0.00755779923909862	136680
NDFIP1	AMP	15	0.00737100737100737	2035
CYSLTR2	DEL	547	0.00726919959069224	75249
RARA	AMP	965	0.00706028680128768	136680
KMT2B	AMP	708	0.00704512662321509	100495
BRIP1	AMP	971	0.0069999639548715	138715
MET	AMP	958	0.00695220540211034	137798
DCUN1D1	AMP	535	0.00694111083721473	77077
H3-5	AMP	523	0.00688529338195606	75959
AGTR2	AMP	14	0.00687960687960688	2035
CLK3	AMP	14	0.00687960687960688	2035
GLDC	DEL	14	0.00687960687960688	2035
MYO1A	AMP	14	0.00687960687960688	2035
PALLD	AMP	14	0.00687960687960688	2035
PPP2CB	DEL	14	0.00687960687960688	2035
PRPS2	AMP	14	0.00687960687960688	2035
GRM3	AMP	46	0.00674091441969519	6824
PPM1D	AMP	869	0.00669202809265648	129856
SOX2	AMP	920	0.00667643942582621	137798
VEGFA	AMP	756	0.00664154125925731	113829
PIK3CA	AMP	924	0.00660788225955247	139833
E2F3	AMP	498	0.00655616845930041	75959
MDM4	AMP	902	0.00654581343706004	137798
ASXL1	AMP	906	0.00653137728436002	138715
SDHC	AMP	886	0.00648229441030143	136680
H3C13	AMP	485	0.00644526837565948	75249
EXT1	AMP	204	0.00642398286937901	31756
PIK3C2B	AMP	247	0.00640228097459824	38580
CTNNA3	DEL	13	0.00638820638820639	2035
OR6A2	AMP	13	0.00638820638820639	2035
RASGEF1B	AMP	13	0.00638820638820639	2035
PTPRT	AMP	482	0.0063455285088008	75959
DROSHA	AMP	473	0.0062857978179112	75249
CCND3	AMP	868	0.00620740454685232	139833
CRLF2	DEL	848	0.00620427275387767	136680
PDGFRA	AMP	838	0.00608136547700257	137798
PTPN22	AMP	12	0.0058968058968059	2035
RICTOR	AMP	805	0.00584188449759793	137798
TRIP13	AMP	436	0.00579409693152068	75249
GATA6	AMP	221	0.00572835666148263	38580
HSD3B1	AMP	39	0.00571512309495897	6824
RIT1	AMP	736	0.00563699584884273	130566
EIF4A2	AMP	421	0.00559475873433534	75249
SETD1A	AMP	139	0.00558546974202363	24886
YES1	AMP	424	0.00558195868823971	75959
CDK6	AMP	768	0.00557337552068971	137798
IL7R	AMP	760	0.00556043312847527	136680
IL10	AMP	421	0.00554246369752103	75959
KIT	AMP	748	0.00542823553317174	137798
SMARCC2	AMP	11	0.00540540540540541	2035
SPACA1	AMP	11	0.00540540540540541	2035
CD22	AMP	20	0.00537778972842162	3719
AR	AMP	738	0.00535566553941276	137798
DDR2	AMP	730	0.00534094234708809	136680
IRS2	AMP	560	0.00533719644695208	104924
TP63	AMP	513	0.00519178220827851	98810
CDKN1B	AMP	720	0.00519049850412717	138715
MAP3K13	AMP	551	0.00518915457276589	106183
CD79B	AMP	707	0.00517266608135792	136680
TOP1	AMP	528	0.00503221379284053	104924
INPPL1	AMP	375	0.00498345492963362	75249
CUL4A	AMP	27	0.0049198250728863	5488
FLT3	AMP	681	0.00487009504194289	139833
PRKDC	AMP	186	0.00482115085536547	38580
MAP2K4	DEL	665	0.00479400209061745	138715
P2RY8	DEL	124	0.0047795251310515	25944
IKBKE	AMP	498	0.00474629255461096	104924
RECQL	AMP	357	0.0047442490930112	75249
SRC	AMP	646	0.00472636815920398	136680
H3-3B	AMP	350	0.00465122460099138	75249
AXIN2	AMP	501	0.00465116279069767	107715
EIF1AX	DEL	353	0.00464724390789768	75959
GAB2	AMP	347	0.00461135696155431	75249
RAC2	DEL	340	0.00451833246953448	75249
YAP1	AMP	486	0.0045119064197187	107715
CRKL	AMP	616	0.0045068773778168	136680
NTRK1	AMP	620	0.00449933961305679	137798
ETV6	AMP	595	0.00447499642752386	132961
MYCL	AMP	616	0.0044703116155532	137798
NEK1	AMP	9	0.00442260442260442	2035
NR2F1	AMP	9	0.00442260442260442	2035
PRKACG	AMP	9	0.00442260442260442	2035
POLB	AMP	140	0.00440861569467187	31756
NUF2	AMP	329	0.00437215112493189	75249
PRKAR1A	AMP	596	0.00436055019022534	136680
MYBL1	AMP	138	0.00434563547046227	31756
RAD51C	AMP	574	0.00429451065771852	133659
ABL2	AMP	29	0.00424970691676436	6824
GATA4	AMP	163	0.00422498703991706	38580
MYCN	AMP	582	0.00422357363677267	137798
DNMT1	AMP	319	0.00419963401308601	75959
EPHB4	AMP	23	0.00419096209912536	5488
KDR	AMP	571	0.00417764120573603	136680
PIK3C2G	AMP	433	0.00415156570595793	104298
IKZF3	AMP	225	0.00412035087076748	54607
NOTCH2	AMP	561	0.0041044776119403	136680
BCL6	AMP	560	0.00409716125256073	136680
FLT1	AMP	555	0.00406057945566286	136680
IGF1R	AMP	555	0.00402763465362342	137798
PLCG1	DEL	92	0.00402608200954006	22851
SPOP	AMP	547	0.00400204858062628	136680
FAT1	DEL	546	0.00399473222124671	136680
RNF43	AMP	542	0.00396546678372842	136680
DNAJB1	AMP	297	0.00394689630426982	75249
FRMD3	AMP	8	0.00393120393120393	2035
PRR16	AMP	8	0.00393120393120393	2035
GATA3	AMP	543	0.00391450095519591	138715
MSI2	AMP	294	0.00390702866483276	75249
ZFHX3	DEL	292	0.00388045023854138	75249
RUNX1T1	AMP	238	0.00387426543601765	61431
CDKN1B	DEL	536	0.00386403777529467	138715
ANKRD11	DEL	288	0.00382729338595862	75249
STK11	DEL	530	0.00382078362109361	138715
PDCD1	DEL	389	0.00381735572063629	101903
ATP6V1B2	DEL	86	0.00376351144370049	22851
TBL1XR1	AMP	96	0.00376293508936971	25512
FAS	DEL	227	0.00369520274779834	61431
SOX9	AMP	419	0.00368096003654605	113829
FGFR1	DEL	506	0.00367204168420442	137798
TNFRSF14	DEL	385	0.00366932255727955	104924
LATS2	AMP	277	0.00364670414302453	75959
PTPRO	AMP	20	0.00364431486880466	5488
MYH9	AMP	10	0.00364298724954463	2745
RSPO2	AMP	118	0.00363457155177724	32466
RAD54B	AMP	114	0.0035898727799471	31756
GATA3	DEL	497	0.00358288577298778	138715
GATA4	DEL	138	0.00357698289269051	38580
ZFP36L1	AMP	7	0.00357690342360756	1957
TERC	AMP	206	0.00357019064124783	57700
NF1	DEL	494	0.00356125869588725	138715
HOXB13	AMP	381	0.00356058128124854	107005
PTPN1	DEL	81	0.00354470263883419	22851
MECOM	AMP	193	0.00353434541359166	54607
MOB3B	DEL	79	0.00345717911688766	22851
CACNA2D3	AMP	7	0.00343980343980344	2035
CACNA2D3	DEL	7	0.00343980343980344	2035
CHD1	AMP	7	0.00343980343980344	2035
PALLD	DEL	7	0.00343980343980344	2035
SBNO1	AMP	7	0.00343980343980344	2035
SIK2	AMP	7	0.00343980343980344	2035
STAB2	AMP	7	0.00343980343980344	2035
USP9X	AMP	7	0.00343980343980344	2035
ERBB3	AMP	469	0.00338103305338284	138715
GID4	AMP	23	0.0033704572098476	6824
CDK8	AMP	459	0.00335820895522388	136680
PRDM1	AMP	459	0.00335820895522388	136680
WRN	DEL	106	0.0033379518831087	31756
PLCG2	DEL	342	0.00333564162334559	102529
NSD3	DEL	249	0.00330901407327672	75249
GPS2	DEL	254	0.00328657936959785	77284
CARM1	AMP	247	0.00328243564698534	75249
NEIL2	AMP	104	0.00327497165889911	31756
RAC1	AMP	372	0.00326805998471391	113829
SAMHD1	DEL	74	0.00323837031202136	22851
BRD4	AMP	442	0.00323383084577114	136680
ZRSR2	DEL	427	0.00322870904567829	132251
TOP2A	AMP	22	0.00322391559202814	6824
AMER1	DEL	330	0.0032186015663861	102529
NOTCH3	AMP	432	0.00316066725197542	136680
ESCO2	DEL	72	0.00315084679007483	22851
PRKD1	AMP	236	0.00313625430238276	75249
FGFR2	AMP	432	0.00313502373038796	137798
CD274	AMP	422	0.00306245373662898	137798
PTK2B	DEL	97	0.00305454087416551	31756
CARD11	AMP	417	0.00305092186128183	136680
PRKN	DEL	250	0.00304606874367941	82073
INSR	AMP	229	0.00301478429152569	75959
FGFR3	AMP	411	0.00299623829936139	137172
PGR	AMP	225	0.00299007295778017	75249
PTPRD	DEL	394	0.00297131997496248	132601
KEAP1	AMP	406	0.00297044190810653	136680
WWTR1	AMP	222	0.0029502053183431	75249
DTWD2	AMP	6	0.00294840294840295	2035
KDM3A	AMP	6	0.00294840294840295	2035
NEK1	DEL	6	0.00294840294840295	2035
USP9X	DEL	6	0.00294840294840295	2035
ATP6AP1	AMP	67	0.00293203798520852	22851
CHD4	AMP	20	0.00293083235638921	6824
RET	DEL	398	0.00291191103306994	136680
TBX3	AMP	310	0.00289830682784992	106959
GATA1	DEL	304	0.0028973352140597	104924
RRAGC	AMP	283	0.00288481141692151	98100
KDM6A	DEL	400	0.00288361028007065	138715
PMAIP1	DEL	218	0.00286996932555721	75959
NCOR1	AMP	289	0.00286578412415092	100845
RBBP8	AMP	91	0.00286560020153672	31756
BAP1	DEL	397	0.00286198320297012	138715
ETV1	AMP	368	0.00281849792442137	130566
IRAK4	AMP	2	0.0028169014084507	710
BIRC3	AMP	375	0.0027986118885033	133995
JAK2	DEL	382	0.00279484928299678	136680
PIK3CD	DEL	276	0.00279323955065277	98810
SMYD3	AMP	210	0.00279073476059482	75249
BCL2L2	AMP	19	0.00278429073856975	6824
BABAM1	AMP	297	0.00277557123498902	107005
FLCN	AMP	378	0.00276558384547849	136680
MYB	AMP	86	0.00270814964101272	31756
NEIL2	DEL	86	0.00270814964101272	31756
ALOX12B	DEL	367	0.00269745836212092	136054
DOCK8	DEL	85	0.00267665952890792	31756
SMARCE1	AMP	284	0.00265408158497266	107005
FOXO1	DEL	265	0.0026464273231138	100135
INHBA	AMP	217	0.00264398766951373	82073
MAGI2	AMP	18	0.00263774912075029	6824
RBM10	DEL	300	0.00263553224573703	113829
PIK3CB	AMP	217	0.00260845524155257	83191
CD274	DEL	359	0.0026052627759474	137798
UPF1	AMP	196	0.00260468577655517	75249
FH	AMP	294	0.00258282160082229	113829
COP1	AMP	196	0.00258033939362024	75959
PPARG	AMP	293	0.00257897562736003	113611
FANCA	DEL	353	0.00255632237180369	138089
LATS2	DEL	194	0.00255400939980779	75959
MYH9	DEL	7	0.00255009107468124	2745
JAK2	AMP	345	0.00252414398595259	136680
SMARCA4	AMP	345	0.00252414398595259	136680
AURKB	DEL	343	0.00250951126719344	136680
ARID5B	AMP	253	0.00250880063463731	100845
DOT1L	DEL	263	0.00250657618847928	104924
PAG1	AMP	6	0.00250521920668058	2395
H3-4	AMP	188	0.00249837207138965	75249
CALR	AMP	339	0.00249319702875634	135970
SOCS1	AMP	333	0.00249141471954751	133659
AKT3	AMP	341	0.00247463678718124	137798
AKT1	AMP	344	0.00247114010071333	139207
IKZF1	AMP	337	0.00246561311091601	136680
ERCC2	AMP	265	0.00246019588729518	107715
AFF2	DEL	5	0.00245700245700246	2035
HERC2	DEL	5	0.00245700245700246	2035
NPNT	AMP	5	0.00245700245700246	2035
PRPS2	DEL	5	0.00245700245700246	2035
SBNO1	DEL	5	0.00245700245700246	2035
SPACA1	DEL	5	0.00245700245700246	2035
RAF1	AMP	335	0.00245098039215686	136680
MAPK1	AMP	332	0.00244020756464345	136054
NCOR1	DEL	245	0.00242947097030096	100845
H3-3A	AMP	199	0.00242467071996881	82073
PMS2	AMP	330	0.002414398595259	136680
BRCA2	DEL	334	0.00240781458385899	138715
IRF1	DEL	55	0.00240689685352939	22851
BCOR	DEL	325	0.00238875740514796	136054
TGFBR2	DEL	249	0.00237314627730548	104924
FGF12	AMP	13	0.00236880466472303	5488
FLCN	DEL	320	0.00234123500146327	136680
PIM1	AMP	320	0.00234123500146327	136680
PARP1	AMP	244	0.00233945042090932	104298
TCF3	DEL	308	0.00231793312612416	132877
ATM	DEL	315	0.00231525717729725	136054
PPP2R2A	DEL	19	0.00230778574031337	8233
JUN	AMP	241	0.00229690061377759	104924
IRF4	DEL	240	0.00228736990583661	104924
ERCC5	AMP	245	0.00227452072598988	107715
PLK2	DEL	172	0.00226437946787082	75959
ARID1A	DEL	308	0.0022593896713615	136320
ETV6	DEL	300	0.00225630071975993	132961
BCL2	DEL	307	0.00224612232952883	136680
B2M	DEL	293	0.00224407579308549	130566
GNA11	DEL	306	0.00223880597014925	136680
POLH	AMP	71	0.00223579795944074	31756
SETD4	AMP	51	0.00223184980963634	22851
MPL	AMP	304	0.00222417325139011	136680
MST1R	DEL	174	0.00222103086467029	78342
PIK3R2	AMP	233	0.0022206549502497	104924
BRCA2	AMP	308	0.0022203799156544	138715
ACVRL1	AMP	7	0.00222010783380907	3153
PDCD1LG2	AMP	305	0.00221338480964891	137798
EME1	AMP	70	0.00220430784733594	31756
IFNGR1	AMP	167	0.0021985544833397	75959
SRSF2	AMP	292	0.00219752101567615	132877
ARID3A	DEL	50	0.00218808804866308	22851
ARAF	DEL	297	0.0021729587357331	136680
MDC1	AMP	165	0.00217222448952725	75959
JAK3	AMP	296	0.00216564237635353	136680
WT1	AMP	295	0.00215832601697395	136680
GRIN2A	AMP	225	0.00214440928672182	104924
ARID5B	DEL	216	0.00214190093708166	100845
SDHD	DEL	292	0.00213637693883524	136680
ATRX	DEL	291	0.00212906057945566	136680
RPTOR	AMP	291	0.00212906057945566	136680
FGFR3	DEL	292	0.00212871431487476	137172
NSD2	AMP	215	0.00212465289101025	101193
PAX5	DEL	290	0.00212174422007609	136680
EPHA7	DEL	289	0.00211442786069652	136680
SS18	AMP	67	0.00210983751102154	31756
CDKN2C	DEL	287	0.00209979514193737	136680
PTPN6	AMP	5	0.00208768267223382	2395
TRIM37	AMP	66	0.00207834739891674	31756
SMAD2	DEL	288	0.00207619940165087	138715
ESR1	AMP	284	0.00206098782275505	137798
CCN6	AMP	14	0.00205158264947245	6824
STK40	AMP	155	0.00204057452046499	75959
AXL	AMP	280	0.00203195982525146	137798
PRDM1	DEL	277	0.00202663154814164	136680
KDM5C	DEL	273	0.00200655622032428	136054
MALT1	DEL	203	0.00200582975149449	101205
RBM10	AMP	227	0.00199421939927435	113829
IDH2	AMP	271	0.00198273339186421	136680
CDC73	AMP	270	0.00197541703248464	136680
MEF2B	AMP	269	0.00196810067310506	136680
PDCD1LG2	DEL	271	0.00196664683086837	137798
DNAH5	DEL	4	0.00196560196560197	2035
FAM20C	DEL	4	0.00196560196560197	2035
RASGEF1B	DEL	4	0.00196560196560197	2035
RPGR	AMP	4	0.00196560196560197	2035
SMARCC1	DEL	4	0.00196560196560197	2035
HGF	AMP	206	0.00196332583584309	104924
IRF4	AMP	205	0.0019537951279021	104924
CCNQ	AMP	147	0.00195351433241638	75249
TNFAIP3	AMP	267	0.00195346795434592	136680
CDH4	AMP	62	0.00195238695049754	31756
VTCN1	AMP	148	0.00194841954212141	75959
PDS5B	DEL	44	0.00192551748282351	22851
ARID2	AMP	267	0.00192480986194716	138715
SMARCB1	DEL	266	0.00191760083624698	138715
MAPK3	AMP	188	0.00191641182466871	98100
DIS3	DEL	260	0.00191100592411836	136054
STAT6	AMP	109	0.00189144166030402	57628
NRG1	DEL	60	0.00188940672628795	31756
MAP3K1	DEL	261	0.0018815557077461	138715
FOXO3	AMP	48	0.00188146754468485	25512
PPP2R1A	AMP	257	0.00188030436055019	136680
FLT4	DEL	255	0.00187425581019301	136054
SESN1	DEL	141	0.00187377905354224	75249
SMARCA2	DEL	141	0.00187377905354224	75249
ERF	AMP	140	0.00186048984039655	75249
GNA13	AMP	55	0.00185341196293176	29675
BRAF	AMP	259	0.00185220942123819	139833
ERRFI1	DEL	152	0.00185200979615708	82073
FOXL2	AMP	246	0.00184050456759365	133659
ID4	AMP	58	0.00182642650207835	31756
KAT6B	AMP	58	0.00182642650207835	31756
ERF	DEL	137	0.00182062220095948	75249
GATA1	AMP	190	0.00181083450878731	104924
BACH2	DEL	41	0.00179423219990372	22851
PTP4A1	AMP	135	0.0017940437746681	75249
DIS3	AMP	244	0.00179340555955723	136054
ARID1B	DEL	247	0.00178870148961901	138089
KLHL6	AMP	53	0.0017860151642797	29675
MAP2K4	AMP	247	0.00178062934794363	138715
PRSS8	AMP	12	0.00175849941383353	6824
MAP2K2	DEL	238	0.00174129353233831	136680
PAK5	DEL	172	0.00174071450258071	98810
PAX5	AMP	237	0.00173397717295874	136680
CD79A	AMP	180	0.00171552742937745	104924
REL	AMP	233	0.00171255530892146	136054
PTK2	AMP	54	0.00170046605365915	31756
PTPRS	DEL	129	0.00169828460090312	75959
AR	DEL	234	0.00169813785396014	137798
PHOX2B	DEL	182	0.0016896439678782	107715
FYN	DEL	165	0.00168195718654434	98100
APC	DEL	233	0.00167970298814115	138715
CDKN1A	AMP	189	0.00166956706094361	113203
VAV1	DEL	38	0.00166294691698394	22851
PTPRD	AMP	220	0.00165911267637499	132601
CD36	AMP	5	0.00165508109897385	3021
ARAF	AMP	226	0.00165349721978344	136680
ETV5	AMP	90	0.00164814034830699	54607
CSDE1	AMP	124	0.00164786243006552	75249
NRAS	AMP	227	0.00163644883394009	138715
H3C4	AMP	123	0.00163457321691983	75249
H3C7	AMP	122	0.00162128400377414	75249
PGR	DEL	122	0.00162128400377414	75249
AMER1	AMP	166	0.00161905412127301	102529
SUFU	DEL	220	0.00161700501271554	136054
PAK5	AMP	159	0.0016091488715717	98810
ATR	AMP	223	0.00160761273113939	138715
RRAS	AMP	157	0.00160040774719674	98100
H3C6	AMP	120	0.00159470557748276	75249
ERG	AMP	217	0.00158764998536728	136680
MGA	DEL	206	0.00158637259733859	129856
CDH1	DEL	220	0.00158598565403886	138715
H3C1	AMP	119	0.00158141636433707	75249
BMPR1A	DEL	170	0.00157823887109502	107715
RHPN2	AMP	50	0.00157450560523995	31756
SMARCB1	AMP	218	0.0015715676026385	138715
NSD2	DEL	159	0.0015712549287006	101193
ERCC4	AMP	174	0.00157028373402642	110808
H3C10	AMP	118	0.00156812715119138	75249
EIF1AX	AMP	119	0.00156663463184086	75959
XPO1	AMP	213	0.00156555485322004	136054
FGFR4	AMP	214	0.00156008514857259	137172
PIK3R1	DEL	216	0.00155714955123815	138715
AXIN1	DEL	163	0.00155350539438069	104924
EED	AMP	211	0.0015508548076499	136054
NF2	DEL	215	0.00154994052553797	138715
TAF1	AMP	9	0.00154162384378212	5838
H3C11	AMP	116	0.0015415487249	75249
KLF5	AMP	116	0.0015415487249	75249
SESN1	AMP	116	0.0015415487249	75249
ICOSLG	AMP	117	0.00154030463802841	75959
EGR1	DEL	35	0.00153166163406415	22851
LZTR1	AMP	159	0.00151538256261675	104924
LMO2	AMP	48	0.00151152538103036	31756
CIC	DEL	206	0.00150717003219198	136680
FOXP1	DEL	161	0.00150524967510915	106959
FOXF1	DEL	113	0.00150168108546293	75249
STK19	AMP	113	0.00150168108546293	75249
H3C2	AMP	151	0.00149202114520034	101205
PIK3C3	DEL	147	0.00148770367371724	98810
GBA	AMP	47	0.00148003526892556	31756
NFKBIE	AMP	47	0.00148003526892556	31756
H3C3	AMP	111	0.00147510265917155	75249
LATS1	AMP	112	0.00147447965349728	75959
CLRN2	AMP	3	0.00147420147420147	2035
COL6A3	AMP	3	0.00147420147420147	2035
NR2F1	DEL	3	0.00147420147420147	2035
NT5E	DEL	3	0.00147420147420147	2035
PRKCE	DEL	3	0.00147420147420147	2035
BTG2	AMP	9	0.0014720314033366	6114
CYLD	DEL	201	0.00147058823529412	136680
KEL	AMP	10	0.00146541617819461	6824
XIAP	DEL	111	0.00146131465659106	75959
PPP2R2A	AMP	12	0.00145754888861897	8233
MED12	DEL	194	0.00145145482159825	133659
PIK3CG	AMP	152	0.00144866760702985	104924
SLC25A13	AMP	46	0.00144854515682076	31756
SS18	DEL	46	0.00144854515682076	31756
H3C12	AMP	109	0.00144852423288017	75249
NSD1	AMP	194	0.0014259044203037	136054
BIRC3	DEL	189	0.00141050039180566	133995
EXOSC10	AMP	1	0.00140845070422535	710
EXOSC10	DEL	1	0.00140845070422535	710
MAPK7	AMP	1	0.00140845070422535	710
SHH	DEL	1	0.00140845070422535	710
FOXO1	AMP	141	0.00140809906626055	100135
CXCR4	DEL	187	0.00140655439303793	132949
HRAS	DEL	195	0.00140576001153444	138715
TENT5C	AMP	143	0.00140329529061951	101903
SETD1B	DEL	32	0.00140037635114437	22851
SMAD3	DEL	114	0.00139968322958488	81447
BCL2	AMP	191	0.00139742464149839	136680
H2BC5	AMP	137	0.00138649934217184	98810
CIC	AMP	189	0.00138279192273925	136680
SGK1	DEL	40	0.00138097704125669	28965
PBRM1	DEL	191	0.00137692390873373	138715
EZH2	AMP	188	0.00137547556335967	136680
TNFAIP3	DEL	188	0.00137547556335967	136680
H1-2	AMP	139	0.00137344992836322	101205
PIK3R3	AMP	104	0.00136915967824748	75959
FANCG	AMP	84	0.0013673878009474	61431
LTB	DEL	31	0.00135661459017111	22851
PTPN2	DEL	31	0.00135661459017111	22851
LATS1	DEL	103	0.00135599468134125	75959
INPPL1	DEL	102	0.00135549974086034	75249
TYK2	AMP	35	0.00135281385281385	25872
NF2	AMP	186	0.00134087878023285	138715
SH2D1A	DEL	143	0.00132757740333287	107715
KDM6A	AMP	184	0.0013264607288325	138715
HLA-A	AMP	130	0.00132517838939857	98100
EGFL7	DEL	100	0.00131649969062257	75959
RYBP	DEL	100	0.00131649969062257	75959
H3C8	AMP	129	0.00131498470948012	98100
BTK	DEL	137	0.00131354388387122	104298
ARID3C	DEL	30	0.00131285282919785	22851
ATXN2	DEL	30	0.00131285282919785	22851
SETD6	DEL	30	0.00131285282919785	22851
ESR1	DEL	180	0.00130625988766165	137798
RUNX1	AMP	181	0.00130483365173197	138715
RASA1	DEL	140	0.00129972612913707	107715
SMO	AMP	177	0.00129499561018437	136680
LIG4	AMP	41	0.00129109459629676	31756
ACVR1B	AMP	8	0.00129073894804776	6198
RHEB	AMP	138	0.00128115861300654	107715
SPRED1	DEL	96	0.00127576446198621	75249
TIPARP	AMP	7	0.00127551020408163	5488
NOTCH4	AMP	126	0.00127517457747192	98810
STAG2	DEL	170	0.0012718934003696	133659
CSF3R	AMP	172	0.0012708357961934	135344
U2AF2	AMP	29	0.00126909106822459	22851
CHEK2	DEL	176	0.00126878852323109	138715
IRS2	DEL	132	0.00125805344821013	104924
GADD45B	AMP	3	0.00125260960334029	2395
AKT1	DEL	174	0.00124993714396546	139207
GATA2	AMP	170	0.00124378109452736	136680
POLD1	AMP	141	0.0012387001554964	113829
RAD51B	DEL	126	0.00123646997635006	101903
BLM	AMP	169	0.00123646473514779	136680
RAD51	DEL	169	0.00123646473514779	136680
ID3	DEL	164	0.00123355572437551	132949
CDKN1C	DEL	39	0.00122811437208716	31756
INPP4A	AMP	93	0.00122434471227899	75959
SESN2	DEL	92	0.00122260760940345	75249
KMT2C	AMP	130	0.00121541899232416	106959
CREBBP	DEL	166	0.00121451565700907	136680
MRE11	DEL	127	0.0012103999085052	104924
YES1	DEL	91	0.00119801471846654	75959
KNSTRN	DEL	90	0.00119602918311207	75249
TEK	AMP	96	0.00118904591451255	80737
SUZ12	AMP	158	0.00118831837907356	132961
INSR	DEL	90	0.00118484972156032	75959
CCNQ	DEL	89	0.00118273996996638	75249
IRF8	DEL	27	0.00118156754627806	22851
SP140	DEL	27	0.00118156754627806	22851
MITF	AMP	161	0.00117793386011121	136680
CBL	DEL	160	0.0011760036456113	136054
CBFB	DEL	163	0.00117507118912879	138715
FGFR4	DEL	161	0.00117370892018779	137172
PDK1	AMP	8	0.00117233294255569	6824
KMT2A	DEL	159	0.00116330114135206	136680
FYN	AMP	114	0.00116207951070336	98100
FBXW7	DEL	161	0.00116065313772844	138715
MRE11	AMP	121	0.00115321566085929	104924
SMAD2	AMP	159	0.00114623508632808	138715
BTG1	DEL	34	0.00114574557708509	29675
EPHB1	AMP	120	0.0011436849529183	104924
ERCC5	DEL	123	0.00114190224202757	107715
BCOR	AMP	155	0.00113925353168595	136054
HDAC4	DEL	26	0.0011378057853048	22851
EPHA3	AMP	155	0.00113403570383377	136680
VHL	AMP	155	0.00113403570383377	136680
JAZF1	AMP	36	0.00113364403577277	31756
MAFB	AMP	36	0.00113364403577277	31756
SDHAF2	AMP	122	0.00113261848396231	107715
U2AF1	AMP	154	0.00113190350890088	136054
ZBTB2	AMP	7	0.00112939657954179	6198
IGF2	DEL	154	0.0011267193444542	136680
ROS1	DEL	156	0.00112460800922755	138715
FOXA1	DEL	121	0.00112333472589704	107715
IKZF1	DEL	153	0.00111940298507463	136680
RPS6KA4	DEL	85	0.00111902473702919	75959
TMPRSS2	DEL	146	0.00111820841566717	130566
TRAF3	DEL	61	0.00111707290274141	54607
MALT1	AMP	113	0.00111654562521615	101205
DUSP4	AMP	84	0.00111629390423793	75249
MST1	DEL	84	0.00111629390423793	75249
NKX2-1	DEL	153	0.00111607142857143	137088
PIK3C2G	DEL	116	0.00111219774108804	104298
CD79A	DEL	116	0.00110556212115436	104924
SESN3	AMP	83	0.00110300469109224	75249
AXIN1	AMP	115	0.00109603141321337	104924
PIK3C3	AMP	108	0.00109300678069021	98810
SHQ1	DEL	83	0.00109269474321674	75959
SMARCA4	DEL	148	0.00108282118817676	136680
SETBP1	DEL	59	0.00108044756166792	54607
YAP1	DEL	116	0.00107691593557072	107715
H3C4	DEL	81	0.00107642626480086	75249
EP300	AMP	149	0.00107414482932632	138715
