GENE	CNA	GENIE_CNT	GENIE_FREQ	SAMPLES
UBE2T	AMP	34	0.00107066381156317	31756
MYOD1	AMP	81	0.00106636474940428	75959
AFDN	DEL	2	0.00106609808102345	1876
CSF1R	DEL	145	0.00106575330383524	136054
CTCF	DEL	147	0.00105972677792596	138715
TRAF7	AMP	114	0.00105834841944019	107715
TOP1	DEL	111	0.00105790858144943	104924
TMPRSS2	AMP	138	0.00105693672165801	130566
ROS1	AMP	146	0.00105251775222579	138715
FGFR2	DEL	145	0.00105226490950522	137798
CHEK1	DEL	143	0.0010510532582651	136054
HDAC7	DEL	24	0.00105028226335828	22851
H3C6	DEL	79	0.00104984783850948	75249
PNRC1	DEL	137	0.00104927775990687	130566
MUTYH	AMP	143	0.0010462393912789	136680
NRG1	AMP	33	0.00103917369945837	31756
RAD51D	AMP	138	0.00103247817206473	133659
GREM1	DEL	111	0.00103049714524439	107715
HSP90AA1	AMP	7	0.00102579132473623	6824
IRF2	DEL	7	0.00102579132473623	6824
FANCD2	AMP	65	0.00102417042195821	63466
PDGFRB	DEL	140	0.00102061645233721	137172
RAD54L	AMP	104	0.00102057839317783	101903
NUP93	DEL	107	0.00101978574968549	104924
RB1	AMP	141	0.0010164726237249	138715
TET2	DEL	138	0.00101430314433975	136054
MYOD1	DEL	77	0.00101370476177938	75959
TCF7L2	DEL	108	0.0010092986309051	107005
NF1	AMP	140	0.00100926359802473	138715
NOTCH1	DEL	139	0.00100659719456293	138089
RXRA	DEL	75	0.000996690985926723	75249
MEN1	DEL	138	0.000994845546624374	138715
DNM2	AMP	3	0.00099304865938431	3021
PCLO	AMP	3	0.00099304865938431	3021
NTHL1	AMP	106	0.000990607915517966	107005
XBP1	DEL	25	0.00099025588211994	25246
BBC3	DEL	75	0.000987374767966929	75959
RYBP	AMP	75	0.000987374767966929	75959
KLF5	DEL	74	0.000983401772781034	75249
AGTR2	DEL	2	0.000982800982800983	2035
CHD1	DEL	2	0.000982800982800983	2035
DNAH11	DEL	2	0.000982800982800983	2035
DNAH2	AMP	2	0.000982800982800983	2035
DNAH2	DEL	2	0.000982800982800983	2035
DTWD2	DEL	2	0.000982800982800983	2035
LONP2	DEL	2	0.000982800982800983	2035
MAGEA8	DEL	2	0.000982800982800983	2035
MUC16	DEL	2	0.000982800982800983	2035
PDE4DIP	DEL	2	0.000982800982800983	2035
PRR16	DEL	2	0.000982800982800983	2035
RPGR	DEL	2	0.000982800982800983	2035
SIAH1	DEL	2	0.000982800982800983	2035
TAF4B	DEL	2	0.000982800982800983	2035
TNFRSF14	AMP	103	0.000981662917921543	104924
NTRK3	AMP	135	0.000979694915746237	137798
KDM5C	AMP	133	0.000977553030414394	136054
CD276	AMP	74	0.000974209771060704	75959
SHQ1	AMP	74	0.000974209771060704	75959
NT5C2	DEL	56	0.00097053726169844	57700
MERTK	AMP	3	0.000969932104752667	3093
ACVR1B	DEL	6	0.000968054211035818	6198
NCSTN	AMP	25	0.000966295609152752	25872
DAXX	AMP	131	0.000962852984844253	136054
JARID2	DEL	22	0.000962758741411754	22851
TRAF2	AMP	94	0.000958205912334353	98100
H3C7	DEL	72	0.000956823346489654	75249
CD58	DEL	52	0.000952258867910707	54607
FLT4	AMP	129	0.000948152939274112	136054
HLA-B	AMP	93	0.000948012232415902	98100
ZNRF3	DEL	101	0.000943881127050138	107005
LRP1B	DEL	28	0.000943555181128896	29675
EZHIP	DEL	71	0.000943534133343965	75249
MSI1	AMP	71	0.000943534133343965	75249
WT1	DEL	128	0.000936494000585309	136680
CIITA	AMP	51	0.000933946197373963	54607
REST	AMP	70	0.000930244920198275	75249
EP300	DEL	129	0.000929964315322784	138715
FOXP1	AMP	99	0.000925588309539169	106959
INPP4B	AMP	97	0.000924478670275628	104924
ICOSLG	DEL	70	0.000921549783435801	75959
ARID4B	DEL	21	0.000918996980438493	22851
CRBN	DEL	21	0.000918996980438493	22851
ETNK1	DEL	21	0.000918996980438493	22851
XRCC2	AMP	101	0.000917364529782557	110098
RAC2	AMP	69	0.000916955707052585	75249
SERPINB4	DEL	69	0.000916955707052585	75249
TAP1	AMP	69	0.000916955707052585	75249
FLT3	DEL	128	0.000915377629028913	139833
CARD11	DEL	125	0.000914544922446591	136680
CRLF2	AMP	125	0.000914544922446591	136680
RET	AMP	125	0.000914544922446591	136680
RNF8	AMP	29	0.000913213251039174	31756
TAZ	AMP	29	0.000913213251039174	31756
DDR1	AMP	5	0.000911078717201166	5488
SERP2	DEL	23	0.000911035411550345	25246
PTPRS	AMP	69	0.000908384786529575	75959
STAT5A	AMP	89	0.0009072375127421	98100
TRAF2	DEL	89	0.0009072375127421	98100
TSC2	DEL	124	0.000907228563067018	136680
PALB2	AMP	123	0.000904052802563688	136054
PGBD5	AMP	68	0.000903666493906896	75249
TAP2	AMP	68	0.000903666493906896	75249
JAK1	DEL	125	0.000901128212522078	138715
TSC2	AMP	123	0.000899912203687445	136680
NOTCH1	AMP	124	0.000897971598027359	138089
GNB1	DEL	88	0.000897043832823649	98100
XIAP	AMP	68	0.000895219789623349	75959
BIRC2	AMP	1	0.000894454382826476	1118
CDKN2C	AMP	122	0.000892595844307872	136680
SERPINB3	DEL	67	0.000890377280761206	75249
PTCH1	DEL	121	0.000889352756993547	136054
RRAS2	AMP	87	0.000886850152905199	98100
IGF2	AMP	121	0.0008852794849283	136680
KMT2A	AMP	121	0.0008852794849283	136680
TGFBR1	DEL	67	0.000882054792717124	75959
EED	DEL	120	0.000882002734208476	136054
EXO1	AMP	28	0.000881723138934375	31756
FUS	AMP	28	0.000881723138934375	31756
H2BC4	AMP	24	0.000879733147611891	27281
JAK1	AMP	122	0.000879501135421548	138715
PAK3	DEL	6	0.000879249706916764	6824
SLX4	DEL	94	0.000878463623195178	107005
SHOC2	DEL	66	0.000877088067615517	75249
STAT5B	AMP	86	0.000876656472986748	98100
DUSP22	DEL	20	0.000875235219465231	22851
SETD3	DEL	20	0.000875235219465231	22851
H2BC5	DEL	86	0.000870357251290355	98810
EGFL7	AMP	66	0.000868889795810898	75959
RUNX1	DEL	120	0.000865083084021195	138715
PPP4R2	DEL	65	0.000863798854469827	75249
RAB35	AMP	65	0.000863798854469827	75249
AURKB	AMP	118	0.000863330406789582	136680
CTNNA1	DEL	35	0.000861750584759325	40615
SETBP1	AMP	47	0.000860695515226986	54607
TP53BP1	DEL	92	0.000859772907808046	107005
TAF1	DEL	5	0.000856457690990065	5838
MAP3K14	AMP	84	0.000856269113149847	98100
CYSLTR2	AMP	64	0.000850509641324137	75249
CRTC1	AMP	27	0.000850233026829575	31756
DKC1	AMP	27	0.000850233026829575	31756
LMO3	AMP	27	0.000850233026829575	31756
EPHB1	DEL	89	0.000848233006747741	104924
IFNGR1	DEL	64	0.000842559801998446	75959
TET1	AMP	110	0.000842485792625952	130566
CUX1	AMP	46	0.000842382844690241	54607
STAT3	AMP	115	0.000841381328650863	136680
SESN3	DEL	63	0.000837220428178448	75249
SPRTN	AMP	63	0.000837220428178448	75249
CHEK2	AMP	116	0.000836246981220488	138715
TUSC3	AMP	2	0.000835073068893528	2395
KEAP1	DEL	114	0.000834064969271291	136680
DUSP22	AMP	19	0.00083147345849197	22851
MYBBP1A	DEL	19	0.00083147345849197	22851
SETD5	DEL	19	0.00083147345849197	22851
TET3	DEL	19	0.00083147345849197	22851
CREBBP	AMP	113	0.000826748609891718	136680
CYLD	AMP	113	0.000826748609891718	136680
ALK	AMP	115	0.000826107882505908	139207
MAPK1	DEL	112	0.000823202551927911	136054
ASXL2	DEL	83	0.000823045267489712	100845
EPHA3	DEL	112	0.000819432250512145	136680
MITF	DEL	112	0.000819432250512145	136680
NFE2L2	AMP	112	0.000819432250512145	136680
RHOT1	AMP	26	0.000818742914724776	31756
STAT4	AMP	5	0.000817795224075891	6114
FLT1	DEL	111	0.000812115891132572	136680
MSH3	DEL	66	0.000810342922391248	81447
JUN	DEL	85	0.000810110174983798	104924
ERRFI1	AMP	66	0.000804162148331364	82073
RPS6KA4	AMP	61	0.000803064811279769	75959
USP28	DEL	27	0.000799029327335681	33791
SRC	DEL	109	0.000797483172373427	136680
MAPKAP1	AMP	60	0.000797352788741379	75249
SUZ12	DEL	106	0.000797226254315175	132961
GNA12	AMP	20	0.000792204705695952	25246
IGF1R	DEL	109	0.000791012931972888	137798
TERT	DEL	104	0.000789769448072659	131684
LTB	AMP	18	0.000787711697518708	22851
VAV1	AMP	18	0.000787711697518708	22851
PPP6C	AMP	59	0.000784063575595689	75249
RHOA	DEL	104	0.000782184249516776	132961
SETD2	DEL	108	0.000782104295056087	138089
ERCC2	DEL	84	0.000779835677482245	107715
DNMT3A	DEL	106	0.000779102415217487	136054
TSC1	DEL	106	0.000775534094234709	136680
SMARCD1	AMP	78	0.000773464227279488	100845
ALB	AMP	58	0.000770774362449999	75249
CARM1	DEL	58	0.000770774362449999	75249
CMTR2	DEL	58	0.000770774362449999	75249
H3C10	DEL	58	0.000770774362449999	75249
CTNNB1	AMP	104	0.000764402369647346	136054
ZRSR2	AMP	101	0.000763699329305638	132251
SOX17	DEL	58	0.000763569820561092	75959
NTRK3	DEL	105	0.000761984934469296	137798
MAX	DEL	82	0.000761268161351715	107715
BCL10	DEL	75	0.000759678301561899	98726
H3C11	DEL	57	0.00075748514930431	75249
ARID2	DEL	105	0.000756947698518545	138715
RHBDF2	AMP	24	0.000755762690515178	31756
WRN	AMP	24	0.000755762690515178	31756
H3C8	DEL	74	0.000754332313965341	98100
PARP1	DEL	78	0.000747857101766093	104298
EPHA5	AMP	102	0.000746268656716418	136680
LCK	DEL	17	0.000743949936545447	22851
CDKN2A	AMP	103	0.000742529647118192	138715
MEN1	AMP	103	0.000742529647118192	138715
SF3B1	AMP	102	0.000742471556788155	137379
CDK8	DEL	101	0.000738952297336845	136680
FANCC	DEL	101	0.000738952297336845	136680
PPP2R1A	DEL	101	0.000738952297336845	136680
PLK2	AMP	56	0.000737239826748641	75959
MTOR	DEL	100	0.000735002278507063	136054
KMT2D	AMP	100	0.000733568075117371	136320
GRM3	DEL	5	0.000732708089097304	6824
SOX10	AMP	5	0.000732708089097304	6824
CRKL	DEL	100	0.000731635937957272	136680
H3C12	DEL	55	0.00073090672301293	75249
FGF3	DEL	77	0.000726127383489561	106042
EPHA5	DEL	99	0.0007243195785777	136680
RPS6KB2	DEL	55	0.000724074829842415	75959
PDGFRB	AMP	99	0.000721721634152743	137172
CDH1	AMP	100	0.000720902570017662	138715
RAD51D	DEL	96	0.000718245684914596	133659
ZFHX3	AMP	54	0.000717617509867241	75249
EPCAM	AMP	77	0.000714849371025391	107715
IRS1	DEL	54	0.000710909832936189	75959
TENT5C	DEL	72	0.000706554272200033	101903
NCOR2	DEL	18	0.00070555032925682	25512
CCND2	DEL	97	0.000703928939462111	137798
POLD1	DEL	80	0.000702808598863207	113829
ROBO1	DEL	16	0.000700188175572185	22851
SPEN	DEL	73	0.000699917543960574	104298
HRAS	AMP	97	0.000699275492917132	138715
NOTCH4	DEL	69	0.000698309887663192	98810
NCSTN	DEL	18	0.000695732838589981	25872
BRCC3	AMP	22	0.00069278246630558	31756
EXT2	AMP	22	0.00069278246630558	31756
POLB	DEL	22	0.00069278246630558	31756
TFE3	AMP	22	0.00069278246630558	31756
KMT2C	DEL	74	0.000691853887938369	106959
PPP4R2	AMP	52	0.000691039083575861	75249
SMARCA2	AMP	52	0.000691039083575861	75249
TMEM127	AMP	74	0.000686998096829597	107715
FGF4	DEL	72	0.000686210971750982	104924
BCL2L11	DEL	52	0.000684579839123738	75959
PMAIP1	AMP	52	0.000684579839123738	75959
FUBP1	AMP	71	0.000680741720838367	104298
STK11	AMP	94	0.000677648415816602	138715
DICER1	AMP	77	0.000676453276405837	113829
CBL	AMP	92	0.000676202096226498	136054
ALOX12B	AMP	91	0.000668852073441428	136054
IGF1	AMP	66	0.000667948588199575	98810
BRCA1	AMP	92	0.000666236992084815	138089
GAB1	AMP	50	0.000664460657284482	75249
RRAS	DEL	65	0.000662589194699286	98100
STAT5A	DEL	65	0.000662589194699286	98100
ACTB	AMP	2	0.00066203243958954	3021
APH1A	AMP	2	0.00066203243958954	3021
EBF1	DEL	2	0.00066203243958954	3021
PCLO	DEL	2	0.00066203243958954	3021
PTPN11	AMP	90	0.000661502050656357	136054
DDB1	AMP	21	0.000661292354200781	31756
NFKBIZ	AMP	21	0.000661292354200781	31756
WAS	AMP	21	0.000661292354200781	31756
CD276	DEL	50	0.000658249845311286	75959
ARID3C	AMP	15	0.000656426414598923	22851
BCR	DEL	15	0.000656426414598923	22851
MTOR	AMP	89	0.000654152027871286	136054
FGF19	DEL	69	0.000650685577412723	106042
PARP2	AMP	2	0.000646621403168445	3093
PTPRT	DEL	49	0.000645084848405061	75959
MSH6	AMP	88	0.0006438396254024	136680
SDHA	DEL	88	0.0006438396254024	136680
MAPK3	DEL	63	0.000642201834862385	98100
NFKBIA	DEL	73	0.000641312846462676	113829
CUX1	DEL	35	0.000640943468786053	54607
SBDS	AMP	35	0.000640943468786053	54607
PHOX2B	AMP	69	0.000640579306503272	107715
EPAS1	AMP	48	0.000637882230993103	75249
NEGR1	DEL	68	0.000635484323162469	107005
ASXL2	AMP	64	0.000634637314690862	100845
SMAD4	AMP	88	0.000634394261615543	138715
MAP3K14	DEL	62	0.000632008154943935	98100
STAT5B	DEL	62	0.000632008154943935	98100
AXL	DEL	87	0.000631358945703131	137798
MAX	AMP	68	0.000631295548438008	107715
PMS1	AMP	68	0.000631295548438008	107715
PRAME	DEL	20	0.000629802242095982	31756
PTPN14	AMP	20	0.000629802242095982	31756
PIK3CD	AMP	62	0.000627466855581419	98810
CSF1R	AMP	85	0.000624751936731004	136054
CDC42	DEL	47	0.000624593017847413	75249
MLH1	DEL	85	0.000621890547263682	136680
SLX4	AMP	66	0.000616793607775338	107005
RAD50	DEL	82	0.000616722196734381	132961
HDAC1	DEL	16	0.000616712920135677	25944
SH2B3	AMP	80	0.000616067028092656	129856
MSH2	AMP	84	0.000614574187884109	136680
EP400	DEL	14	0.000612664653625662	22851
KMT5A	AMP	60	0.000611620795107034	98100
KMT2D	DEL	83	0.000608861502347418	136320
SMO	DEL	83	0.000607257828504536	136680
FBXW7	AMP	84	0.000605558158814836	138715
INPP4B	DEL	63	0.000600434600282109	104924
CDKN2B	AMP	82	0.000599941469124963	136680
NRAS	DEL	83	0.00059834913311466	138715
DIS3L2	DEL	19	0.000598312129991183	31756
MCM8	AMP	19	0.000598312129991183	31756
PRF1	DEL	19	0.000598312129991183	31756
TP63	DEL	59	0.000597105556117802	98810
GNA12	DEL	15	0.000594153529271964	25246
FANCE	AMP	36	0.000592056574294877	60805
CBFB	AMP	82	0.000591140107414483	138715
DOT1L	AMP	62	0.000590903892341123	104924
LZTR1	DEL	62	0.000590903892341123	104924
NCOR2	AMP	15	0.000587958607714017	25512
MAGI2	DEL	4	0.000586166471277843	6824
SNCAIP	AMP	4	0.000586166471277843	6824
ZNF703	DEL	4	0.000586166471277843	6824
KDM5A	DEL	80	0.000585308750365818	136680
NPM1	AMP	80	0.000585308750365818	136680
INHA	DEL	44	0.000584725378410344	75249
FH	DEL	66	0.000579817094062146	113829
ARID1B	AMP	80	0.000579336514856361	138089
BBC3	AMP	44	0.000579259863873932	75959
HNF1A	AMP	79	0.000577992390986245	136680
MSH2	DEL	79	0.000577992390986245	136680
SYK	DEL	78	0.000573301777235509	136054
CHD2	AMP	17	0.000572872788542544	29675
AGO1	AMP	43	0.000571436165264655	75249
CENPA	AMP	43	0.000571436165264655	75249
KAT6A	DEL	22	0.000570243649559357	38580
ERBB4	DEL	79	0.000569513030313953	138715
FURIN	DEL	13	0.0005689028926524	22851
HIF1A	DEL	13	0.0005689028926524	22851
MGAM	DEL	13	0.0005689028926524	22851
PTPN2	AMP	13	0.0005689028926524	22851
SETD7	DEL	13	0.0005689028926524	22851
CBFA2T3	DEL	18	0.000566822017886384	31756
DMC1	AMP	18	0.000566822017886384	31756
GEN1	AMP	18	0.000566822017886384	31756
PRSS1	DEL	18	0.000566822017886384	31756
RINT1	AMP	18	0.000566822017886384	31756
SMARCD1	DEL	57	0.000565223858396549	100845
TCF7L2	AMP	60	0.000560721461613943	107005
H3C1	DEL	42	0.000558146952118965	75249
BMPR1A	AMP	60	0.000557025483915889	107715
MED12	AMP	74	0.000553647715455001	133659
GSK3B	AMP	58	0.00055278106057718	104924
CUL3	DEL	45	0.000552506537994033	81447
FOXO3	DEL	14	0.000548761367199749	25512
TBL1XR1	DEL	14	0.000548761367199749	25512
GNAQ	DEL	75	0.000548726953467954	136680
TSHR	DEL	75	0.000548726953467954	136680
ERCC3	DEL	59	0.000547741725850624	107715
AGO2	DEL	41	0.000544857738973275	75249
H3-4	DEL	41	0.000544857738973275	75249
TYK2	DEL	14	0.000541125541125541	25872
CTCF	AMP	75	0.000540676927513247	138715
POLE	DEL	61	0.00053885497734159	113203
EGLN1	AMP	17	0.000535331905781585	31756
FKBP9	AMP	17	0.000535331905781585	31756
NEIL3	DEL	17	0.000535331905781585	31756
NR0B1	DEL	17	0.000535331905781585	31756
ABL1	DEL	73	0.000534094234708809	136680
PRKCZ	AMP	18	0.000532686218223787	33791
SMAD3	AMP	43	0.000527950691860965	81447
MAP2K2	AMP	72	0.000526777875329236	136680
RNF43	DEL	72	0.000526777875329236	136680
VTCN1	DEL	40	0.000526599876249029	75959
ARID4A	DEL	12	0.000525141131679139	22851
CD28	AMP	12	0.000525141131679139	22851
YLPM1	DEL	12	0.000525141131679139	22851
AKT3	DEL	72	0.00052250395506466	137798
CDC42	AMP	39	0.000518279312681896	75249
BTK	AMP	54	0.000517747224299603	104298
FUBP1	DEL	54	0.000517747224299603	104298
DDX3X	AMP	13	0.000514933058702369	25246
DNMT3A	AMP	70	0.000514501594954944	136054
IRS1	AMP	39	0.000513434879342803	75959
STK40	DEL	39	0.000513434879342803	75959
ERG	DEL	70	0.000512145156570091	136680
GNA11	AMP	70	0.000512145156570091	136680
MAP3K1	AMP	71	0.00051184082471254	138715
ZFP36L1	DEL	1	0.000510986203372509	1957
RECQL4	DEL	55	0.000510606693589565	107715
SPEN	AMP	53	0.000508159312738499	104298
LMO1	DEL	68	0.000506385672264214	134285
GRIN2A	DEL	53	0.00050512752087225	104924
EIF4E	DEL	38	0.000504990099536207	75249
H3C3	DEL	38	0.000504990099536207	75249
SDHB	DEL	69	0.000504828797190518	136680
DCLRE1C	DEL	16	0.000503841793676786	31756
DOCK8	AMP	16	0.000503841793676786	31756
ERCC1	AMP	16	0.000503841793676786	31756
PRF1	AMP	16	0.000503841793676786	31756
TRAF7	DEL	54	0.0005013229355243	107715
SOCS1	DEL	67	0.000501275634263312	133659
NTRK2	DEL	69	0.000500732956936966	137798
EGFR	DEL	70	0.000500597140875187	139833
ATM	AMP	68	0.000499801549384803	136054
TET1	DEL	65	0.000497832513824426	130566
HNF1A	DEL	68	0.000497512437810945	136680
H3C2	DEL	50	0.000494046736821303	101205
EPCAM	DEL	53	0.000492039177459035	107715
KLF4	DEL	53	0.000492039177459035	107715
SOX9	DEL	56	0.000491966019204245	113829
CSDE1	DEL	37	0.000491700886390517	75249
RECQL	DEL	37	0.000491700886390517	75249
BCAS3	DEL	1	0.000491400491400491	2035
CLRN2	DEL	1	0.000491400491400491	2035
COL12A1	DEL	1	0.000491400491400491	2035
DCAF4L2	DEL	1	0.000491400491400491	2035
FRMD3	DEL	1	0.000491400491400491	2035
GH1	DEL	1	0.000491400491400491	2035
HDAC9	DEL	1	0.000491400491400491	2035
HERC2	AMP	1	0.000491400491400491	2035
KLRG1	DEL	1	0.000491400491400491	2035
L1CAM	DEL	1	0.000491400491400491	2035
LAMA2	DEL	1	0.000491400491400491	2035
LARGE1	DEL	1	0.000491400491400491	2035
MBL2	DEL	1	0.000491400491400491	2035
MYO3A	DEL	1	0.000491400491400491	2035
NDFIP1	DEL	1	0.000491400491400491	2035
NPNT	DEL	1	0.000491400491400491	2035
PRKACG	DEL	1	0.000491400491400491	2035
PTPRM	DEL	1	0.000491400491400491	2035
STAB2	DEL	1	0.000491400491400491	2035
SYNE1	DEL	1	0.000491400491400491	2035
UTRN	DEL	1	0.000491400491400491	2035
DICER1	DEL	55	0.000483180911718455	113829
FBXO11	AMP	11	0.000481379370705877	22851
MPEG1	DEL	11	0.000481379370705877	22851
RAD51B	AMP	49	0.000480849435247245	101903
EZH1	DEL	36	0.000478411673244827	75249
NADK	DEL	36	0.000478411673244827	75249
POLE	AMP	54	0.000477019160269604	113203
GATA2	DEL	65	0.000475563359672227	136680
DDX3X	DEL	12	0.000475322823417571	25246
MTA1	AMP	15	0.000472351681571986	31756
NSD1	DEL	64	0.000470401458244521	136054
RAD52	DEL	64	0.000470401458244521	136054
NTHL1	DEL	50	0.000467267884678286	107005
IKBKE	DEL	49	0.000467004689108307	104924
RXRA	AMP	35	0.000465122460099138	75249
U2AF1	DEL	63	0.00046305143545945	136054
MAF	DEL	16	0.000459123647737381	34849
HLA-B	DEL	45	0.000458715596330275	98100
ETV4	AMP	25	0.000457816763418609	54607
CALR	DEL	62	0.000455982937412665	135970
BARD1	DEL	62	0.000455701412674379	136054
MTAP	AMP	52	0.000454037440625873	114528
ELF3	DEL	34	0.000451833246953448	75249
EPAS1	DEL	34	0.000451833246953448	75249
EZH1	AMP	34	0.000451833246953448	75249
NADK	AMP	34	0.000451833246953448	75249
SLIT2	AMP	2	0.000451569202980357	4429
SLIT2	DEL	2	0.000451569202980357	4429
QKI	DEL	17	0.000447910628655741	37954
APC	AMP	62	0.000446959593410951	138715
KLF4	AMP	48	0.000445620387132711	107715
H1-2	DEL	45	0.000444642063139173	101205
EWSR1	AMP	14	0.000440861569467187	31756
XPC	AMP	14	0.000440861569467187	31756
XRCC1	AMP	14	0.000440861569467187	31756
FGF10	DEL	3	0.000439624853458382	6824
HSP90AA1	DEL	3	0.000439624853458382	6824
RANBP2	AMP	3	0.000439624853458382	6824
SMC3	DEL	24	0.000439504092881865	54607
SLFN11	DEL	33	0.000438544033807758	75249
ARID3A	AMP	10	0.000437617609732616	22851
EXOSC6	DEL	10	0.000437617609732616	22851
H2BC8	DEL	10	0.000437617609732616	22851
JARID2	AMP	10	0.000437617609732616	22851
MOB3B	AMP	10	0.000437617609732616	22851
PCBP1	DEL	10	0.000437617609732616	22851
SETD3	AMP	10	0.000437617609732616	22851
IL10	DEL	33	0.000434444897905449	75959
MAD2L2	DEL	33	0.000434444897905449	75959
MYD88	AMP	59	0.000433651344319167	136054
IDH2	DEL	59	0.000431665203394791	136680
SDHD	AMP	59	0.000431665203394791	136680
STAT3	DEL	59	0.000431665203394791	136680
TGFBR2	AMP	45	0.000428881857344364	104924
ID3	AMP	57	0.000428735831032952	132949
HLA-A	DEL	42	0.000428134556574924	98100
BRCA1	DEL	59	0.000427260679706566	138089
FANCD2	DEL	27	0.000425424636813412	63466
DNAJB1	DEL	32	0.000425254820662069	75249
EZHIP	AMP	32	0.000425254820662069	75249
SERPINB3	AMP	32	0.000425254820662069	75249
SERPINB4	AMP	32	0.000425254820662069	75249
CIITA	DEL	23	0.000421191422345121	54607
CCND1	DEL	58	0.000420905963802087	137798
MAP2K1	AMP	57	0.000418951298749026	136054
BCL7A	AMP	1	0.000417536534446764	2395
CKS1B	AMP	1	0.000417536534446764	2395
DUSP2	AMP	1	0.000417536534446764	2395
ECT2L	AMP	1	0.000417536534446764	2395
ETS1	AMP	1	0.000417536534446764	2395
GTSE1	AMP	1	0.000417536534446764	2395
IKZF2	DEL	1	0.000417536534446764	2395
KDM2B	AMP	1	0.000417536534446764	2395
MEF2C	AMP	1	0.000417536534446764	2395
NOD1	AMP	1	0.000417536534446764	2395
TNFRSF11A	AMP	1	0.000417536534446764	2395
YY1AP1	AMP	1	0.000417536534446764	2395
MLH1	AMP	57	0.000417032484635645	136680
RARA	DEL	57	0.000417032484635645	136680
BCL11B	DEL	24	0.000416464218782536	57628
SH2B3	DEL	54	0.000415845243962543	129856
GATA6	DEL	16	0.000414722654224987	38580
SCG5	DEL	31	0.000411965607516379	75249
MYD88	DEL	56	0.000411601275963956	136054
